name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,09/30/2017,03/31/2017,12/31/2016,09/30/2016,03/31/2016,12/31/2015,09/30/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,12/31/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,03/31/2008,12/31/2007,09/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,12/31/2005,06/30/2005,03/31/2005,12/31/2004,03/31/2004,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,03/31/2002,12/31/2001,09/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000
		GoodwillAndOtherIntangibleAssets,"118,404,000,000","134,782,000,000","133,947,000,000","132,289,000,000","135,069,000,000","129,002,000,000","129,582,000,000","126,298,000,000","106,201,000,000","106,663,000,000","108,813,000,000","106,728,000,000","107,925,000,000","109,064,000,000","109,023,000,000","98,780,000,000","81,485,000,000","73,554,000,000","73,798,000,000","74,329,000,000","71,125,000,000","72,323,000,000","73,457,470,927.4","73,736,475,667.95","83,514,829,606.56","86,636,000,226.72","82,589,926,042.96","79,114,613,790.19","82,153,074,173.64","86,194,600,670.4","72,969,852,717","67,801,408,038.72","65,756,621,413.05","67,374,754,937.1","54,488,837,613.5","56,461,400,517.69","59,300,192,143.38","52,305,210,646.04","49,420,714,130.8","48,112,530,983.7","51,480,640,591.48","47,697,488,594","36,086,234,561.08","37,029,004,457.52","37,779,059,328.18","36,245,860,474.84","41,365,853,305.24","35,631,094,882.5","33,897,127,021.05","33,466,286,850.39","27,806,372,818.89","30,584,468,750","23,205,875,000","20,690,035,775.37","16,763,542,620.09","15,812,157,860.49","16,635,621,950.22","12,291,829,657.76","11,313,543,948.48","2,534,597,910.11","9,089,451,946.31","8,438,160,293.7","8,467,936,682.5","8,625,070,413.08"
			Goodwill,"38,675,000,000",,,,"39,107,000,000",,,,,,"33,685,000,000",,,"34,468,000,000",,"36,311,000,000",,,,"32,704,000,000",,,"32,432,532,648.93",,,"35,780,365,352.2",,,,"30,019,430,184",,,,"24,220,975,959.3",,,,"11,169,020,356.56",,,"8,830,827,414.5",,,"4,354,963,149.24",,,"4,460,899,423.42",,,,,,,,,,,,,,,,,
			OtherIntangibleAssets,"79,729,000,000","134,782,000,000","133,947,000,000","132,289,000,000","95,962,000,000","129,002,000,000","129,582,000,000","126,298,000,000","106,201,000,000","106,663,000,000","75,128,000,000","106,728,000,000","107,925,000,000","74,596,000,000","109,023,000,000","62,469,000,000","81,485,000,000","73,554,000,000","73,798,000,000","41,625,000,000","71,125,000,000","72,323,000,000","41,024,938,278.47","73,736,475,667.95","83,514,829,606.56","50,855,634,874.52","82,589,926,042.96","79,114,613,790.19","82,153,074,173.64","56,175,170,486.4","72,969,852,717","67,801,408,038.72","65,756,621,413.05","43,153,778,977.8","54,488,837,613.5","56,461,400,517.69","59,300,192,143.38","41,136,190,289.48","49,420,714,130.8","48,112,530,983.7","42,649,813,176.98","47,697,488,594","36,086,234,561.08","32,674,041,308.28","37,779,059,328.18","36,245,860,474.84","36,904,953,881.82","35,631,094,882.5","33,897,127,021.05","33,466,286,850.39","27,806,372,818.89","30,584,468,750","23,205,875,000","20,690,035,775.37","16,763,542,620.09","15,812,157,860.49","16,635,621,950.22","12,291,829,657.76","11,313,543,948.48","2,534,597,910.11","9,089,451,946.31","8,438,160,293.7","8,467,936,682.5","8,625,070,413.08"
		InvestmentProperties,"2,986,000,000","3,433,000,000","2,798,000,000","2,056,000,000","2,177,000,000","5,392,000,000","732,000,000","420,000,000","402,000,000","369,000,000","336,000,000","367,000,000","363,000,000","364,000,000","313,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		InvestmentsAndAdvances,"74,301,000,000","73,925,000,000","66,425,000,000","61,848,000,000","62,990,000,000","60,094,000,000","18,128,000,000","16,471,000,000","26,011,000,000","27,260,000,000","60,747,000,000","58,991,000,000","62,050,000,000","69,169,000,000","66,024,000,000","31,246,000,000","21,097,000,000","33,397,000,000","17,446,000,000","17,785,000,000","17,385,000,000","16,496,000,000","11,348,298,638.62","9,862,779,414.24","9,041,142,709.53","9,964,140,633.86","7,372,784,869.94","8,391,340,934.73","10,552,567,463.22","11,329,888,809.6","8,212,631,063","34,722,712,143.68","35,014,876,766.1","34,925,783,509.2","7,255,853,498.96","7,276,076,282.02","7,892,078,770.14","8,463,861,180.72",,,,,,,,,,,,,,,,,,,,,,,,,,
			LongTermEquityInvestment,"6,450,000,000","6,632,000,000","5,629,000,000","5,503,000,000","10,735,000,000","10,475,000,000","11,432,000,000","9,466,000,000","9,863,000,000","9,988,000,000","10,551,000,000","9,064,000,000","8,938,000,000","9,299,000,000","12,198,000,000","16,277,000,000","16,371,000,000","15,351,000,000","13,486,000,000","13,393,000,000","13,036,000,000","12,781,000,000","5,533,080,063.83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				InvestmentsinAssociatesatCost,,"6,632,000,000","5,629,000,000","5,503,000,000","10,735,000,000","10,475,000,000","11,432,000,000","9,466,000,000","9,863,000,000","9,988,000,000","10,551,000,000","9,064,000,000","8,938,000,000","9,299,000,000","12,198,000,000","16,277,000,000","16,371,000,000","15,351,000,000","13,486,000,000","13,393,000,000","13,036,000,000","12,781,000,000","5,533,080,063.83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			InvestmentinFinancialAssets,"14,379,000,000","20,268,000,000","20,842,000,000","23,456,000,000","21,602,000,000","22,272,000,000","6,696,000,000","7,005,000,000","16,148,000,000","17,272,000,000","50,196,000,000","49,927,000,000","53,112,000,000","59,870,000,000","53,826,000,000","14,969,000,000","4,726,000,000","18,046,000,000","3,960,000,000","4,392,000,000","4,349,000,000","3,715,000,000","5,815,218,574.79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AvailableForSaleSecurities,"4,998,000,000","20,268,000,000","20,842,000,000","23,456,000,000","21,602,000,000","22,272,000,000","6,696,000,000","7,005,000,000","16,148,000,000","17,272,000,000","50,196,000,000","49,927,000,000","53,112,000,000","59,870,000,000","53,826,000,000","14,969,000,000","4,726,000,000","18,046,000,000","3,960,000,000","4,392,000,000","4,349,000,000","3,715,000,000","5,815,218,574.79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				HeldToMaturitySecurities,"9,381,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherInvestments,"53,472,000,000","47,025,000,000","39,954,000,000","32,889,000,000","30,653,000,000","27,347,000,000","2,073,000,000","1,948,000,000","6,589,000,000","6,423,000,000","36,319,000,000","34,215,000,000","32,884,000,000","34,667,000,000","31,386,000,000","14,969,000,000","4,726,000,000","18,046,000,000","3,960,000,000","4,392,000,000","4,349,000,000","3,715,000,000","5,815,218,574.79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		FinancialAssets,,,,,,,,,,,,,,,,"21,944,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentAccountsReceivable,"14,343,000,000","11,854,000,000","14,226,000,000","14,154,000,000","5,145,000,000","2,000,000","1,127,000,000","2,000,000","3,984,000,000","3,782,000,000","3,693,000,000","3,603,000,000","3,424,000,000","3,335,000,000","3,943,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentNoteReceivables,"36,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,"9,975,000,000","13,237,000,000","12,404,000,000","11,552,000,000","11,190,000,000","9,767,000,000","6,509,000,000","6,569,000,000","7,077,000,000","6,686,000,000","6,150,000,000","6,594,000,000","8,668,000,000","9,287,000,000","7,277,000,000","5,348,000,000",,,,"2,885,000,000",,,"5,761,056,972.18",,,"4,496,945,080.46",,,,"5,709,208,713.6",,,,"3,829,109,952.9",,,,"1,100,969,171.72",,,,,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredTaxesAssets,"9,975,000,000","13,237,000,000","12,404,000,000","11,552,000,000","11,190,000,000","9,767,000,000","6,509,000,000","6,569,000,000","7,077,000,000","6,686,000,000","6,150,000,000","6,594,000,000","8,668,000,000","9,287,000,000","7,277,000,000","3,610,000,000",,,,"862,000,000",,,"2,186,694,966.62",,,,,,,"2,502,784,166.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"4,981,000,000","5,290,000,000","4,910,000,000","5,173,000,000","5,038,000,000","1,660,000,000","1,583,000,000","1,748,000,000","2,015,000,000","1,666,000,000","896,000,000","577,000,000","503,000,000","480,000,000","112,000,000","6,000,000","10,392,000,000","6,416,000,000","8,021,000,000","3,189,000,000","6,404,000,000","5,306,000,000","280,042,520.73","8,924,425,023.27","7,433,928,808.47","3,673,362,980.42","5,239,993,382.33","5,344,619,629.36","5,582,020,003.14","455,796,960","6,774,700,978","7,430,450,937.6","6,571,153,727.25","3,572,277,018.6","6,614,179,788.38","5,180,278,763.73","4,801,968,218.28","2,531,321,938.2","9,438,697,839.24","8,565,703,631.43","7,793,509,217.47","7,217,729,665.3","6,976,931,145.58","6,324,200,725.62","10,612,416,206.62","9,740,122,013.92","9,555,321,803.72","3,350,487,675.6","2,985,013,584.3","2,708,614,858.23","3,327,571,594.95","2,896,062,500","1,823,000,000","2,304,581,036.94","1,766,495,873.24","811,111,066.5","161,543,011.76","144,336,247.89","51,008,844.72","8,267,161,158.91","397,786,205.78","1,282,000,747.84","1,369,188,785","1,099,214,960.36"
TotalLiabilitiesNetMinorityInterest,"787,516,000,000","834,612,000,000","823,079,000,000","799,647,000,000","838,428,000,000","835,454,000,000","639,682,000,000","566,257,000,000","431,480,000,000","392,995,000,000","400,522,000,000","428,264,000,000","452,033,000,000","485,007,000,000","485,205,000,000","433,002,000,000","364,777,000,000","371,162,000,000","337,407,000,000","329,471,000,000","352,399,000,000","384,138,000,000","341,031,857,079.23","389,054,519,611.83","338,237,411,812.47","373,212,725,546.22","330,909,162,399.9","327,545,396,272.38","309,269,547,440.86","313,071,177,768","305,452,096,926","351,824,803,023.36","320,855,325,195.15","342,856,026,351.6","311,612,157,868.7","246,058,798,980.75","207,362,869,261.2","188,225,837,106.12","158,353,601,980.6","125,959,205,097.54","135,212,411,210.46","131,814,039,568.47","124,820,776,189.12","125,740,158,107.16","126,283,838,696.6","142,337,316,677.02","121,305,880,251.94","112,851,136,663.2","96,740,880,239.7","82,985,176,984.95","69,495,660,617.64","68,006,625,000","52,761,156,250","48,473,072,756.55","29,244,025,628.79","28,564,728,587.67","26,026,557,909.17","21,320,813,048.04","12,122,032,665.6","9,030,946,328.61","8,578,832,977.52","9,297,648,125.86","9,821,969,017.5","8,920,385,744.48"
	CurrentLiabilities,"348,457,000,000","379,577,000,000","335,175,000,000","276,080,000,000","295,471,000,000","288,586,000,000","217,646,000,000","181,446,000,000","160,156,000,000","127,368,000,000","127,545,000,000","175,091,000,000","147,140,000,000","157,910,000,000","164,822,000,000","137,439,000,000","103,856,000,000","122,148,000,000","104,762,000,000","101,862,000,000","125,708,000,000","158,029,000,000","113,420,288,939.32","169,073,080,948.26","108,741,923,631","114,034,579,957.9","116,787,534,391.99","118,723,167,890.22","108,897,135,490.36","96,517,025,246.4","128,599,341,623","153,349,212,866.24","139,560,274,757.55","128,308,978,815.3","129,958,016,320.41","137,663,243,547.62","100,711,493,725.26","97,722,973,980.28","97,588,882,008.28","60,195,625,155.51","64,156,692,052.74","66,255,980,653.1","57,557,356,532.5","45,278,435,686.08","49,809,790,016","64,122,452,015.86","55,260,134,870.52","50,712,243,578.1","35,864,731,251.6","34,071,134,473.44","37,067,373,281.94","35,742,625,000","23,580,125,000","18,208,293,417.99","13,545,093,402.12","12,327,967,575.93","10,075,933,258.43","9,404,769,530.29","8,079,088,704.72","5,633,959,245.55","5,221,965,417.38","5,816,449,852.52","5,422,051,582.5","4,569,435,186"
		PayablesAndAccruedExpenses,"73,150,000,000","68,518,000,000","86,773,000,000","51,367,000,000","56,716,000,000","58,599,000,000","96,953,000,000","46,055,000,000","76,851,000,000","39,249,000,000","43,449,000,000","76,859,000,000","59,238,000,000","60,396,000,000","68,522,000,000","66,374,000,000","92,425,000,000","111,767,000,000","79,716,000,000","48,993,000,000","96,593,000,000","108,573,000,000","53,027,884,532.26","133,292,484,839.49","83,257,674,209.37","51,722,369,784.82","82,146,936,898.53","101,269,605,876.09","76,730,414,885.54","32,979,112,564.8","84,167,074,019","99,531,200,459.52","70,669,286,975.85","46,342,659,842.1","84,168,092,687.84","91,413,700,529.69","60,293,237,189.58","45,335,764,637.24","72,180,661,985.2","49,263,214,747.14","27,305,031,376.64","51,183,146,922.88","43,252,265,104.4","22,390,335,733.92","44,789,079,991.06","50,171,073,638.06","19,566,760,593.86","39,076,539,594.3","25,980,665,535.9","12,193,379,050.23","17,586,372,307.89","12,682,500,000","19,173,843,750","13,877,357,197.86","6,274,566,265.1","5,737,047,303.51","4,504,259,853.21","4,992,078,004.92","1,599,670,336.32","4,137,798,239.74","2,338,115,429.19","1,307,782,045.42","1,397,031,745","1,055,311,701"
			Payables,"73,150,000,000","68,518,000,000","86,773,000,000","51,367,000,000","56,716,000,000","58,599,000,000","96,953,000,000","46,055,000,000","76,851,000,000","39,249,000,000","43,449,000,000","76,859,000,000","59,238,000,000","60,396,000,000","68,522,000,000","53,127,000,000","23,930,000,000","23,183,000,000","23,850,000,000","36,921,000,000","29,770,000,000","29,130,000,000","34,133,231,272.22","46,965,403,384.02","26,538,208,251.03","30,805,892,361.02","29,424,472,816.2","23,795,351,074.38","20,742,634,961.82","30,629,647,483.2","17,614,848,721","16,262,342,942.08","15,295,687,802.25","21,469,581,958.8","18,132,850,219.54","15,543,299,037.98","20,325,973,062.48","31,262,601,600.12","18,408,194,309.72","16,237,718,295.6","15,893,253,693.59","16,145,343,985.26","14,322,317,712.89","11,711,566,659.36","12,383,541,103.44","11,935,474,853.66","11,626,428,019.04","9,697,594,771.8","8,497,547,769.3","7,188,476,188.32","6,099,543,162.12","6,210,312,500","5,208,093,750","3,993,000,678.81","3,914,331,855.91","3,337,999,816.41","2,418,370,044.87","3,419,035,333.7","103,312,778.4","2,918,246,653.85","1,247,360,623.44","1,307,782,045.42","1,397,031,745","1,055,311,701"
				AccountsPayable,"72,366,000,000","66,677,000,000","85,209,000,000","48,987,000,000","54,924,000,000","57,158,000,000","95,100,000,000","43,399,000,000","75,461,000,000","38,644,000,000","42,487,000,000","74,608,000,000","57,859,000,000","59,565,000,000","67,974,000,000","41,011,000,000","23,930,000,000","23,183,000,000","23,850,000,000","27,179,000,000","29,770,000,000","29,130,000,000","24,929,586,288.94","30,768,448,384.02","26,538,208,251.03","25,563,097,818.72","29,424,472,816.2","23,795,351,074.38","20,742,634,961.82","20,864,518,814.4","17,614,848,721","16,262,342,942.08","15,295,687,802.25","17,850,536,817","18,132,850,219.54","15,543,299,037.98","20,325,973,062.48","28,846,225,583.12","18,408,194,309.72","16,237,718,295.6","15,893,253,693.59","16,145,343,985.26","14,322,317,712.89","11,711,566,659.36","12,383,541,103.44","11,935,474,853.66","11,626,428,019.04","9,697,594,771.8","8,497,547,769.3","7,188,476,188.32","6,099,543,162.12","6,210,312,500","5,208,093,750","3,993,000,678.81","3,914,331,855.91","3,337,999,816.41","2,418,370,044.87","3,419,035,333.7","103,312,778.4","2,918,246,653.85","1,247,360,623.44","1,307,782,045.42","1,397,031,745","1,055,311,701"
				TotalTaxPayable,"784,000,000","1,841,000,000","1,564,000,000","2,380,000,000","1,792,000,000","1,441,000,000","1,853,000,000","2,656,000,000","1,390,000,000","605,000,000","962,000,000","2,251,000,000","1,379,000,000","831,000,000","548,000,000","8,130,000,000",,,,"8,244,000,000",,,"7,274,483,424.92","16,196,955,000",,"866,734,910.3",,,,"6,502,387,195.2",,,,"486,243,837.6",,,,"377,755,438.72",,,,,,,,,,,,,,,,,,,,,,,,,,
					IncomeTaxPayable,"784,000,000","1,841,000,000","1,564,000,000","2,380,000,000","1,792,000,000","1,441,000,000","1,853,000,000","2,656,000,000","1,390,000,000","605,000,000","962,000,000","2,251,000,000","1,379,000,000","831,000,000","548,000,000","1,427,000,000",,,,"997,000,000",,,"727,885,766.54",,,"866,734,910.3",,,,"797,522,318.4",,,,"486,243,837.6",,,,"377,755,438.72",,,,,,,,,,,,,,,,,,,,,,,,,,
				DuetoRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,"1,822,782,382.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherPayable,,,,,,,,,,,,,,,,"3,986,000,000",,,,"1,498,000,000",,,"1,929,161,558.36",,,"2,553,277,249.32",,,,"3,262,741,473.6",,,,"3,132,801,304.2",,,,"2,038,620,578.28",,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentAccruedExpenses,,,,,,,,,,,,,,,,"13,247,000,000","68,495,000,000","88,584,000,000","55,866,000,000","12,072,000,000","66,823,000,000","79,443,000,000","18,894,653,260.04","86,327,081,455.47","56,719,465,958.34","20,916,477,423.8","52,722,464,082.33","77,474,254,801.71","55,987,779,923.72","2,349,465,081.6","66,552,225,298","83,268,857,517.44","55,373,599,173.6","24,873,077,883.3","66,035,242,468.3","75,870,401,491.71","39,967,264,127.1","14,073,163,037.12","53,772,467,675.48","33,025,496,451.54","11,411,777,683.05","35,037,802,937.62","28,929,947,391.51","10,678,769,074.56","32,405,538,887.62","38,235,598,784.4","7,940,332,574.82","29,378,944,822.5","17,483,117,766.6","5,004,902,861.91","11,486,829,145.77","6,472,187,500","13,965,750,000","9,884,356,519.05","2,360,234,409.19","2,399,047,487.1","2,085,889,808.34","1,573,042,671.22","1,496,357,557.92","1,219,551,585.89","1,090,754,805.75",,,
				InterestPayable,,,,,,,,,,,,,,,,"1,830,000,000",,,,"1,792,000,000",,,"1,581,895,466.92",,,,,,,"2,349,465,081.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentProvisions,"11,526,000,000","9,542,000,000","8,815,000,000","14,185,000,000","70,911,000,000","65,969,000,000","7,890,000,000","12,586,000,000","7,575,000,000","10,355,000,000","8,075,000,000","6,189,000,000","10,373,000,000","7,863,000,000","7,312,000,000",,,,,,,,"8,032,472,471.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,,,,,,,,,,,,,,,,"7,670,000,000",,,,"8,355,000,000",,,,,,,,,,"4,869,104,558.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"86,974,000,000","116,665,000,000","86,330,000,000","59,180,000,000","18,875,000,000","29,784,000,000","75,883,000,000","88,168,000,000","50,980,000,000","49,490,000,000","47,207,000,000","59,200,000,000","45,663,000,000","53,701,000,000","59,427,000,000","42,136,000,000","11,431,000,000","10,381,000,000","25,046,000,000","25,026,000,000","29,115,000,000","49,456,000,000","27,627,915,508.37","35,780,596,108.77","25,484,249,421.63","36,969,098,919.34","34,640,597,493.46","17,453,562,014.13","32,166,720,604.82","23,160,297,744","44,432,267,604","53,818,012,406.72","68,890,987,781.7","60,321,567,491.1","45,789,923,632.57","46,249,543,017.93","40,418,256,535.68","34,978,102,919.32","25,408,220,023.08","10,932,410,408.37","17,523,633,996.02","15,072,833,730.22","14,305,091,428.1","3,964,479,332.52","5,020,710,024.94","13,951,378,377.8","22,090,937,459.48","11,635,703,983.8","9,884,065,715.7","10,509,861,106.98","19,481,000,974.05","18,428,625,000","4,406,281,250","4,330,936,220.13","2,820,377,783.3","1,551,555,470.22","956,149,866.36","1,012,395,223.22","289,187,478","690,947,760","685,739,760","1,421,531,244.02","1,314,316,822.5","1,270,472,060.84"
			CurrentDebt,"71,746,000,000","98,602,000,000","68,739,000,000","42,835,000,000","3,063,000,000","13,738,000,000","59,973,000,000","72,292,000,000","50,980,000,000","49,490,000,000","47,207,000,000","59,200,000,000","45,663,000,000","53,701,000,000","59,427,000,000","42,136,000,000","11,431,000,000","10,381,000,000","25,046,000,000","25,026,000,000","29,115,000,000","49,456,000,000","27,464,580,153.78","35,780,596,108.77","25,484,249,421.63","36,752,023,329.7","34,640,597,493.46",,,"22,888,593,811.2",,,,"60,225,951,991.8",,,,,"25,408,220,023.08","10,932,410,408.37","17,523,633,996.02","15,072,833,730.22","14,305,091,428.1","3,964,479,332.52","5,020,710,024.94","13,951,378,377.8","22,090,937,459.48","11,635,703,983.8","9,884,065,715.7","10,509,861,106.98","19,481,000,974.05","18,428,625,000","4,406,281,250","4,330,936,220.13","2,820,377,783.3","1,551,555,470.22","956,149,866.36","1,012,395,223.22","289,187,478","690,947,760","685,739,760","1,421,531,244.02","1,314,316,822.5","1,270,472,060.84"
				CurrentNotesPayable,,,,,,,,,,,,,,,,,,,,,,,,,,"27,698,410,191.2",,,,"15,055,860,710.4",,,,"36,705,865,064.4",,,,"0",,,"9,827,044,000",,,,,,,,,,,,,,,,,"17,672,582.6",,,,,,
				OtherCurrentBorrowings,"71,746,000,000","98,602,000,000","68,739,000,000","42,835,000,000","3,063,000,000","13,738,000,000","59,973,000,000","72,292,000,000","50,980,000,000","49,490,000,000","47,207,000,000","59,200,000,000","45,663,000,000","53,701,000,000","59,427,000,000","42,136,000,000",,,,"25,026,000,000",,,"27,464,580,153.78",,,"9,053,613,138.5",,,,"7,832,733,100.8",,,,"23,520,086,927.4",,,,,,,"7,696,589,996.02",,,,,,,,,,,,,,,,,"994,722,640.62",,,,,,
			CurrentCapitalLeaseObligation,"15,228,000,000","18,063,000,000","17,591,000,000","16,345,000,000","15,812,000,000","16,046,000,000","15,910,000,000","15,876,000,000",,,,,,,,,,,,,,,"163,335,354.59",,,"217,075,589.64",,"17,453,562,014.13","32,166,720,604.82","271,703,932.8","44,432,267,604","53,818,012,406.72","68,890,987,781.7","95,615,499.3","45,789,923,632.57","46,249,543,017.93","40,418,256,535.68","34,978,102,919.32",,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,"20,718,000,000",,,,"21,597,000,000",,,,,,"15,460,000,000",,,"17,451,000,000",,"21,032,000,000",,,,"19,488,000,000",,,"18,013,304,556.66",,,"1,595,214,486.32",,,,"1,505,414,764.8",,,,"16,521,954,482.1",,,,"12,385,762,823.72",,,,,,,,,"1,274,891,666.22",,,"1,248,836,518.89",,,,,"709,165,522.1","701,015,834.46","675,883,976.56","652,636,287.43","610,134,069.36",,"426,387,268.27",,,
			CurrentDeferredRevenue,"20,718,000,000",,,,"21,597,000,000",,,,,,"15,460,000,000",,,"17,451,000,000",,"19,355,000,000",,,,"17,884,000,000",,,"16,550,424,882.8",,,"1,595,214,486.32",,,,"1,505,414,764.8",,,,"15,107,761,169.1",,,,"11,682,642,465.12",,,,,,,,,"1,274,891,666.22",,,"1,248,836,518.89",,,,,"709,165,522.1","701,015,834.46","675,883,976.56","652,636,287.43","610,134,069.36",,"426,387,268.27",,,
		OtherCurrentLiabilities,"156,089,000,000","184,852,000,000","153,257,000,000","151,348,000,000","127,372,000,000","134,234,000,000","36,920,000,000","34,637,000,000","24,750,000,000","28,274,000,000","13,354,000,000","32,843,000,000","31,866,000,000","18,499,000,000","29,561,000,000","227,000,000",,,,,,,"6,718,711,870.6",,,"23,747,896,767.42",,,,"34,003,095,614.4",,,,"5,122,797,000",,,,"5,023,343,600",,,"19,328,026,680.08",,,"18,923,620,619.64",,,"12,327,545,150.96",,,"10,119,057,797.34",,"4,631,500,000",,,"3,740,983,831.62","4,338,348,967.74","3,939,639,562.3","2,747,660,014.72","5,580,096,821.04","805,213,245.81","1,771,722,959.92","3,087,136,563.08","2,710,703,015","2,243,651,424.16"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"439,059,000,000","455,035,000,000","487,904,000,000","523,567,000,000","542,957,000,000","546,868,000,000","422,036,000,000","384,811,000,000","271,324,000,000","265,627,000,000","272,977,000,000","253,173,000,000","304,893,000,000","327,097,000,000","320,383,000,000","295,563,000,000","260,921,000,000","249,014,000,000","232,645,000,000","227,609,000,000","226,691,000,000","226,109,000,000","227,611,568,139.91","219,981,438,663.57","229,495,488,181.47","259,178,145,588.32","214,121,628,007.91","208,822,228,382.16","200,372,411,950.5","216,554,152,521.6","176,852,755,303","198,475,590,157.12","181,295,050,437.6","214,547,047,536.3","181,654,141,548.29","108,395,555,433.13","106,651,375,535.94","90,502,863,125.84","60,764,719,972.32","65,763,579,942.03","71,055,719,157.72","65,558,058,915.37","67,263,419,656.62","80,461,722,421.08","76,474,048,680.6","78,214,864,661.16","66,045,745,381.42","62,138,893,085.1","60,876,148,988.1","48,914,042,511.51","32,428,287,335.7","32,264,000,000","29,181,031,250","30,264,779,338.56","15,698,932,226.67","16,236,761,011.74","15,950,624,650.74","11,916,043,517.75","4,042,943,960.88","3,396,987,083.06","3,356,867,560.14","3,481,198,273.34","4,399,917,435","4,350,950,558.48"
		LongTermProvisions,"4,761,000,000","5,314,000,000","5,187,000,000","4,730,000,000","3,391,000,000","3,343,000,000","3,529,000,000","2,326,000,000","2,325,000,000","2,292,000,000","2,350,000,000","2,397,000,000","2,713,000,000","2,565,000,000","3,037,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		LongTermDebtAndCapitalLeaseObligation,"411,653,000,000","423,907,000,000","455,967,000,000","491,707,000,000","509,812,000,000","504,305,000,000","391,308,000,000","353,727,000,000","236,859,000,000","230,529,000,000","237,113,000,000","217,700,000,000","269,256,000,000","292,168,000,000","285,993,000,000","249,717,000,000","222,369,000,000","213,771,000,000","196,605,000,000","194,074,000,000","194,804,000,000","197,268,000,000","204,507,528,587.96","202,157,920,654.65","211,761,912,401.82","241,819,263,894.88","196,389,538,330.72","191,345,039,682.9","180,648,983,510.21","195,885,687,580.8","153,598,442,363","175,039,124,591.68","158,603,555,908.95","195,334,841,142.6","169,941,450,214.09","98,034,935,557.65","95,623,215,047.64","85,927,365,382.32","56,439,442,222.52","61,212,792,640.92","66,047,194,209.85","61,762,980,582.87","64,634,449,560.23","77,060,438,876.52","72,606,315,270.94","73,809,383,963.18","59,831,277,174.66","55,974,479,429.7","55,024,812,613.65","43,150,746,325.86","26,886,887,058.63","25,146,781,250","24,259,500,000","25,112,520,398.16","11,691,332,811.55","12,360,221,542.41","11,813,800,245.26","8,739,457,735.34","927,165,960","3,396,987,083.06","665,881,879.45","1,011,756,013.66","1,727,442,355","1,654,998,127.48"
