name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014
TotalAssets,"3,681,156,000","3,544,430,000","3,500,456,000","3,442,538,000","3,435,570,000","3,186,467,000","3,250,620,000","3,252,908,000","3,284,442,000","3,358,046,000","3,309,633,000","2,409,657,000","2,229,267,000","2,190,391,000","2,220,447,000","2,218,580,000","2,205,711,000","2,228,743,000","2,241,552,000","2,251,613,000","2,205,147,000","2,238,577,000","2,304,531,000","2,363,462,000"
	CurrentAssets,"954,923,000","985,567,000","960,915,000","869,217,000","855,725,000","782,355,000","820,424,000","808,283,000","794,875,000","877,024,000","892,668,000","765,107,000","663,032,000","624,737,000","625,010,000","604,679,000","559,046,000","573,776,000","539,321,000","529,215,000","504,650,000","488,723,000","486,618,000","484,112,000"
		CashCashEquivalentsAndShortTermInvestments,"150,804,000","236,232,000","181,767,000","141,889,000","177,142,000","144,221,000","127,517,000","122,854,000","129,901,000","192,229,000","193,581,000","113,400,000","123,465,000","144,623,000","130,343,000","95,903,000","97,644,000","121,065,000","48,438,000","61,148,000","64,003,000","85,192,000","49,254,000","57,646,000"
			CashAndCashEquivalents,"150,804,000","236,232,000","181,767,000","141,889,000","177,142,000","144,221,000","127,517,000","122,854,000","129,901,000","192,229,000","193,581,000","113,400,000","123,465,000","144,623,000","130,343,000","95,903,000","97,644,000","121,065,000","48,438,000","61,148,000","64,003,000","85,192,000","49,254,000","57,646,000"
		Receivables,"692,251,000","661,156,000","702,636,000","637,546,000","597,212,000","571,041,000","616,940,000","602,860,000","593,618,000","628,554,000","628,029,000","607,322,000","497,128,000","440,032,000","447,146,000","463,457,000","420,137,000","417,476,000","400,453,000","396,627,000","372,354,000","342,849,000","349,305,000","339,956,000"
			AccountsReceivable,"512,826,000","509,323,000","554,684,000","493,269,000","460,960,000","434,952,000","483,243,000","459,394,000","462,225,000","456,243,000","455,877,000","444,968,000","339,064,000","283,444,000","310,502,000","320,610,000","285,652,000","288,322,000","281,920,000","281,385,000","239,522,000","233,239,000","236,117,000","241,933,000"
				GrossAccountsReceivable,"515,429,000","512,061,000","557,077,000","495,988,000","463,256,000","437,001,000","485,214,000","461,369,000","464,148,000","457,676,000","457,306,000","446,402,000","340,491,000","284,647,000","312,018,000","322,496,000","287,964,000","290,963,000","284,599,000","284,160,000","242,606,000","235,058,000","237,171,000","243,649,000"
				AllowanceForDoubtfulAccountsReceivable,"-2,603,000","-2,738,000","-2,393,000","-2,719,000","-2,296,000","-2,049,000","-1,971,000","-1,975,000","-1,923,000","-1,433,000","-1,429,000","-1,434,000","-1,427,000","-1,203,000","-1,516,000","-1,886,000","-2,312,000","-2,641,000","-2,679,000","-2,775,000","-3,084,000","-1,819,000","-1,054,000","-1,716,000"
			TaxesReceivable,,"2,639,000",,,,"2,942,000",,,,"1,551,000",,,,"979,000",,,,"2,399,000",,,,"4,068,000",,
			OtherReceivables,"179,425,000","149,194,000","147,952,000","144,277,000","136,252,000","133,147,000","133,697,000","143,466,000","131,393,000","170,760,000","172,152,000","162,354,000","158,064,000","155,609,000","136,644,000","142,847,000","134,485,000","126,755,000","118,533,000","115,242,000","132,832,000","105,542,000","113,188,000","98,023,000"
